userName,label,test_id,Id,predict_value
yx5f0jx,posLen_tp_11_rand_c,0,367,1.07
yx5f0jx,posLen_tp_11_rand_c,0,245,0.95
yx5f0jx,posLen_tp_11_rand_c,0,426,0.99
yx5f0jx,posLen_tp_11_rand_c,0,941,0.57
yx5f0jx,posLen_tp_11_rand_c,0,136,0.8
yx5f0jx,posLen_tp_11_rand_c,1,642,1.1
yx5f0jx,posLen_tp_11_rand_c,1,605,0.24
yx5f0jx,posLen_tp_11_rand_c,1,324,0.94
yx5f0jx,posLen_tp_11_rand_c,1,980,0.6
yx5f0jx,posLen_tp_11_rand_c,1,936,1.01
yx5f0jx,posLen_tp_11_rand_c,2,751,0.52
yx5f0jx,posLen_tp_11_rand_c,2,774,1.08
yx5f0jx,posLen_tp_11_rand_c,2,106,0.47
yx5f0jx,posLen_tp_11_rand_c,2,163,0.99
yx5f0jx,posLen_tp_11_rand_c,2,828,0.43
