userName,label,test_id,Id,predict_value
kmug1778,posLen_tp_10_rand_c,0,622,0.81
kmug1778,posLen_tp_10_rand_c,0,469,0.69
kmug1778,posLen_tp_10_rand_c,0,749,0.72
kmug1778,posLen_tp_10_rand_c,0,959,0.33
kmug1778,posLen_tp_10_rand_c,0,455,0.83
kmug1778,posLen_tp_10_rand_c,1,441,0.99
kmug1778,posLen_tp_10_rand_c,1,100,0.84
kmug1778,posLen_tp_10_rand_c,1,729,0.48
kmug1778,posLen_tp_10_rand_c,1,221,0.26
kmug1778,posLen_tp_10_rand_c,1,55,0.4
kmug1778,posLen_tp_10_rand_c,2,397,0.32
kmug1778,posLen_tp_10_rand_c,2,82,0.45
kmug1778,posLen_tp_10_rand_c,2,151,0.35
kmug1778,posLen_tp_10_rand_c,2,824,0.45
kmug1778,posLen_tp_10_rand_c,2,398,0.83
kmug1778,posLen_tp_10_rand_c,3,667,0.76
kmug1778,posLen_tp_10_rand_c,3,313,0.9
kmug1778,posLen_tp_10_rand_c,3,498,0.92
kmug1778,posLen_tp_10_rand_c,3,799,0.82
kmug1778,posLen_tp_10_rand_c,3,358,0.42
kmug1778,posLen_tp_10_rand_c,4,441,1.0
kmug1778,posLen_tp_10_rand_c,4,100,0.85
kmug1778,posLen_tp_10_rand_c,4,729,0.49
kmug1778,posLen_tp_10_rand_c,4,221,0.27
kmug1778,posLen_tp_10_rand_c,4,55,0.41
kmug1778,posLen_tp_10_rand_c,5,667,0.83
kmug1778,posLen_tp_10_rand_c,5,313,0.97
kmug1778,posLen_tp_10_rand_c,5,498,0.99
kmug1778,posLen_tp_10_rand_c,5,799,0.89
kmug1778,posLen_tp_10_rand_c,5,358,0.49
kmug1778,posLen_tp_10_rand_c,6,397,0.35
kmug1778,posLen_tp_10_rand_c,6,82,0.48
kmug1778,posLen_tp_10_rand_c,6,151,0.38
kmug1778,posLen_tp_10_rand_c,6,824,0.48
kmug1778,posLen_tp_10_rand_c,6,398,0.86
