userName,label,test_id,Id,predict_value
Joy,posLen_tp_12_rand_c,0,47,0.73
Joy,posLen_tp_12_rand_c,0,438,0.49
Joy,posLen_tp_12_rand_c,0,934,0.24
Joy,posLen_tp_12_rand_c,0,387,0.21
Joy,posLen_tp_12_rand_c,0,253,0.27
Joy,posLen_tp_12_rand_c,1,528,0.55
Joy,posLen_tp_12_rand_c,1,481,0.79
Joy,posLen_tp_12_rand_c,1,723,0.42
Joy,posLen_tp_12_rand_c,1,128,0.73
Joy,posLen_tp_12_rand_c,1,655,0.67
Joy,posLen_tp_12_rand_c,2,103,0.49
Joy,posLen_tp_12_rand_c,2,79,0.95
Joy,posLen_tp_12_rand_c,2,803,0.71
Joy,posLen_tp_12_rand_c,2,108,0.46
Joy,posLen_tp_12_rand_c,2,282,0.92
Joy,posLen_tp_12_rand_c,3,961,0.77
Joy,posLen_tp_12_rand_c,3,388,0.58
Joy,posLen_tp_12_rand_c,3,121,0.45
Joy,posLen_tp_12_rand_c,3,957,0.75
Joy,posLen_tp_12_rand_c,3,877,0.65
Joy,posLen_tp_12_rand_c,4,792,1.02
Joy,posLen_tp_12_rand_c,4,354,0.78
Joy,posLen_tp_12_rand_c,4,442,0.82
Joy,posLen_tp_12_rand_c,4,611,0.44
Joy,posLen_tp_12_rand_c,4,989,0.66
Joy,posLen_tp_12_rand_c,5,971,0.5
Joy,posLen_tp_12_rand_c,5,909,0.58
Joy,posLen_tp_12_rand_c,5,335,0.28
Joy,posLen_tp_12_rand_c,5,165,0.7
Joy,posLen_tp_12_rand_c,5,913,0.56
Joy,posLen_tp_12_rand_c,6,971,0.51
Joy,posLen_tp_12_rand_c,6,909,0.59
Joy,posLen_tp_12_rand_c,6,335,0.29
Joy,posLen_tp_12_rand_c,6,165,0.71
Joy,posLen_tp_12_rand_c,6,913,0.57
Joy,posLen_tp_12_rand_c,7,971,0.56
Joy,posLen_tp_12_rand_c,7,909,0.64
Joy,posLen_tp_12_rand_c,7,335,0.34
Joy,posLen_tp_12_rand_c,7,165,0.76
Joy,posLen_tp_12_rand_c,7,913,0.62
Joy,posLen_tp_12_rand_c,8,971,0.52
Joy,posLen_tp_12_rand_c,8,909,0.6
Joy,posLen_tp_12_rand_c,8,335,0.3
Joy,posLen_tp_12_rand_c,8,165,0.72
Joy,posLen_tp_12_rand_c,8,913,0.58
