userName,label,test_id,Id,predict_value
jack_chen,posLen_tp_7_rand_c,0,912,0.23
jack_chen,posLen_tp_7_rand_c,0,565,0.25
jack_chen,posLen_tp_7_rand_c,0,749,0.77
jack_chen,posLen_tp_7_rand_c,0,997,0.45
jack_chen,posLen_tp_7_rand_c,0,338,0.875
jack_chen,posLen_tp_7_rand_c,1,429,0.25
jack_chen,posLen_tp_7_rand_c,1,905,0.92
jack_chen,posLen_tp_7_rand_c,1,702,0.875
jack_chen,posLen_tp_7_rand_c,1,940,0.15
jack_chen,posLen_tp_7_rand_c,1,650,0.375
jack_chen,posLen_tp_7_rand_c,2,524,0.9
jack_chen,posLen_tp_7_rand_c,2,506,0.25
jack_chen,posLen_tp_7_rand_c,2,943,0.9
jack_chen,posLen_tp_7_rand_c,2,176,0.66
jack_chen,posLen_tp_7_rand_c,2,13,0.75
jack_chen,posLen_tp_7_rand_c,3,605,0.2
jack_chen,posLen_tp_7_rand_c,3,103,0.58
jack_chen,posLen_tp_7_rand_c,3,681,0.65
jack_chen,posLen_tp_7_rand_c,3,632,0.48
jack_chen,posLen_tp_7_rand_c,3,253,0.3
jack_chen,posLen_tp_7_rand_c,4,766,0.98
jack_chen,posLen_tp_7_rand_c,4,782,0.45
jack_chen,posLen_tp_7_rand_c,4,948,0.6
jack_chen,posLen_tp_7_rand_c,4,6,0.85
jack_chen,posLen_tp_7_rand_c,4,647,0.43
jack_chen,posLen_tp_7_rand_c,5,281,0.9
jack_chen,posLen_tp_7_rand_c,5,394,0.95
jack_chen,posLen_tp_7_rand_c,5,840,0.45
jack_chen,posLen_tp_7_rand_c,5,356,1
jack_chen,posLen_tp_7_rand_c,5,254,0.85
jack_chen,posLen_tp_7_rand_c,6,281,0.91
jack_chen,posLen_tp_7_rand_c,6,394,0.96
jack_chen,posLen_tp_7_rand_c,6,840,0.46
jack_chen,posLen_tp_7_rand_c,6,356,1.01
jack_chen,posLen_tp_7_rand_c,6,254,0.86
jack_chen,posLen_tp_7_rand_c,7,281,0.98
jack_chen,posLen_tp_7_rand_c,7,394,1.03
jack_chen,posLen_tp_7_rand_c,7,840,0.53
jack_chen,posLen_tp_7_rand_c,7,356,1.08
jack_chen,posLen_tp_7_rand_c,7,254,0.93
jack_chen,posLen_tp_7_rand_c,8,281,0.94
jack_chen,posLen_tp_7_rand_c,8,394,0.99
jack_chen,posLen_tp_7_rand_c,8,840,0.49
jack_chen,posLen_tp_7_rand_c,8,356,1.04
jack_chen,posLen_tp_7_rand_c,8,254,0.89
